N3042022	3439 7022 3439
N9356951	5554
N9357714	4071 2340 781 7782 6369 3657 5474 553 6062 920 1783 3367 7582 7388 3675 518 3479 8355 4672 1118 935 7726 4094 7396
N9357740	7389 5310 4583 815
N9357921	3973 7037 680 7342 5673 8484 6026 6122 7952 814 4375 7240 6346 1501 3011 6713 8492 2909
N9357995	7499 2706 2454 8202
N9358047	5699 5699 1565 7506
N9358069	1906 6183 7171 5699 7506
N9358095	5189
N9358121	5310 324
N9359995	1577 4452 4274
N9360004	1467 6362 7834 5109 8202
N9360279	5221 3896 1577 7396
N9360468	4841 8202
N9360766	5708 3338 278
N9361034	715 5011 362 1129 6471 4091 3722 1501 4639 6713
N9361175	2374 6176 7396 8202
N9361257	7474 7557 2374 5197 6941 6941 8016 3093 3114 3114 5516 6932 4224 3565
N9361337	5310 7171 3822 6886 822 4749 6857 7029 7404
N9361398	5310
N9361407	2037
N9361422	7530
N9361638	7332 2869
N9361783	2489 8324 372 1238 3805
N9361865	7527 7389 5310 5824 3718 7171 6091 7499 1752 3860
N9362047	6545 6496 3308 5310 6220 6176 6818 8064 1315 3252 6974 4564 1123 5000 8202 3832 788
N9362072	7389 4627 3903 3265 7499 8500 5189
N9362244	913 4550 5310 1066 3860
N9362245	7342 3094 6030 857 4091 4375 7240 236 2968 6713 2265 2909
N9362489	1969 6176 8324 3988
N9362591	950 1577
N9362655	5310 6176 2546 1202 7499 4928 4118
N9362748	451 6214 1906 765 727 429 5479 4290
N9362773	8530 2447
N9363570	195 4727 5310 3764 5913 3267 7499 6471 1687
N9363656	1052
N9363672	7389 7389 8229
N9363783	7005 7005 8051 3462 1066 5884 3894 2447
N9363956	7118 4928
N9363981	8056 1137 751 2005
N9364014	2626
N9364026	4166
N9364057	6091
N9364071	8056 1137 751
N9365001	355
N9365053	4071 5310 4715 7499 4841
N9365376	2351 1892 6977 2912 3860
N9365445	6496 2003 5354 1430 7315 6115 869 8029 3690 7266 2940 3073 4899 6521 6930 3573 1123 5133 4841 1753 6459 3440 8202
N9365573	7840 2127 6941 6941 4868 4547
N9365600	4956 5310 1123 2928 7836 348
N9365709	1194 1194 1679 7499 1198 7029 2751 2751 78 78
N9366137	6184
N9366315	869 6176 2127 1881 2298 4468 8324 7115 6063 1724 6712 437
N9366571	6176 5583 3032 3615 3440 8202
N9366630	2003 8526 1225 5310 3656 4686 6626 437
N9366691	6348 6348 8482 6348
N9366966	5310 2234 3440
N9367319	4701 2736 6060 7499
N9367885	374
N9367893	8315 3886 3860
N9367968	7567 2801 5310 6165 7004 584 8454 5768 306
N9368009	85 3504 7210
N9368433	8521 7425 3689 8342 7396
N9368447	5331 5331 3860 1911
N9368639	4329 3529 7840 2745 4715 7744 8324 6639 5106 6712 3174
N9368827	8530 7171 1577 2869
N9369008	3529 2827 3676 7838 1853 5442
N9369976	854 2826 7515 7396
N9370020	7389 7316
N9370044	7432
N9370047	2176 8311 5310
N9370125	2447 2626 576 6682
N9370141	7627 1082 3357 3357 5310 3367 5391 3757 2767 8202
N9370159	4899 3257 4841 3440
N9370306	1874 5310 5337 8089 7499 6982 5189 8202
N9370498	7499
N9370577	5149
N9370610	5953
N9370661	5973
N9371365	195 4550 5913 7499
N9371430	6198 4509 218 1333 1333
N9371779	854 1415 4550 4550 7499 2826
N9371926	578 5493 5627 3427 3485 6886 3156 2214 6725 4129 1188 2893 278 8202
N9371987	3605 5682 5622 1123 7836 348
N9372126	7389 4928 3662 7339 7339
N9372221	1953 5310 1765
N9372382	4013 4550 7005 3764 5884 7121 5189 5189 3894 2826 1524 4820 7653
N9372964	8229 1572 1572 6712 5768 6459 8202
N9373083	6512 7897 1906 4079 5337 6503 2862 8215 8215 3665 3534 1968 8120 8120 67 5404 5404 6199
N9373343	7315 2489 5310 3485 1724 3440 5270
N9373408	1577 7499 6261
N9373468	4727 3718 6176 7171
N9373684	7389 4988 4988 1426 2447 246 6184
N9374105	5698 1163 8202 631
N9374252	4988
N9374255	7491 61 4583
N9374302	3764 2720
N9374325	3587 4708 7208 744
N9374371	1572
N9374411	5310
N9374550	7017 3629 8069 5452 6091 4459 8345 5180 2869
N9374551	2861
N9374631	5310 6118 6807 6104 8324 1104 124 6712 348 8202 5769
N9375034	1993 8321 2412 3473 5011 5011 3689 4675 4338 4058 6471 4375 6713 8492 2909 8106 8106
N9375051	1172
N9375130	5310 1454 6452 6360
N9375767	7527 2119
N9375895	1207 3859
N9375916	3899 3357 6220 5924
N9375994	3568 6586
N9376012	7118
N9376034	5310 6912 3439
N9376116	197 5310 5597 7608
N9376179	7884 6582 1572
N9376226	5310 7171 3822 6886 7715 7404 8202
N9376265	5710 7122
N9376482	5310 7915 6364 7210
N9376877	7527 3039 3094 7171
N9377114	7527 4632
N9377503	5310 4840 4618 1740 7499 3770 4445 6712 6476 8202
N9377809	7171 3966 3727 1834
N9378062	5310 3233 5411
N9378557	1002 6724 1577 7728 5367 1294
N9378612	6071 6909
N9378797	7389
N9378990	4972 2248 5310 8316 3233 1572
N9379927	6504 6496 5354 3455 6276 6937 8202 3832
N9380233	3529 1367 5377 7840 1117 4036 4036 3485 7171 7562 7463 6930 6639 1886
N9380293	1434 7527 5643 6198 4811 772 785 1225 7109 5310 2798 356 4688 2633 3233 2298 765 7499 1687 4127 5411 2447 2856 5768 621 1436
N9380321	7678 6176 3659 3789 3568
N9380594	6496 5310 6054 7463 8086 2021 3479 8411 744
N9381463	5913
N9381767	5310 2374 2163 5810 3014 5768
N9382231	7278
N9382268	7389 4834 6231 7499 3927 3927 7255 8202
N9382390	6026
N9382477	6743 4687
N9382560	6290
N9382748	3473 3890 6127 4904 967 2856
N9382791	574 574 4882
N9382812	7389 7255 574
N9382818	4833 4695
N9382871	812 273 8196 1196 5310 6710 6224 1396 6612 2046 3006 4086 8200 6459 7477 8202 3108 5961
N9382880	2495
N9383163	3828
N9383228	3828 7692
N9383230	8238
N9383231	7955
N9383994	5310 296 296 1910 4690
N9384004	6176 5884 5884 1524 6682
N9384041	2386 1993 5979 5786 6151 5436 6250 6176 4675 4675 5683 7681 270 814 5884 333 1076 5183 2708 2448 2448 3155 1273
N9384129	2920 253 2992 3151 3966
N9384154	2952 6184 7042
N9384193	7995 6127 6127 1542 1649 7995 6127 6127 1542
N9384369	1906 5310 7171 7171 2636 3742 7250 3445 8091 5708 7499 6951 5768
N9384385	4690
N9384474	3718 832 1066 2447 6682
N9384494	4463
N9384497	7527 6496 7585 3709 4727 5310 5337 2163 1052 4812 3455 7331 7602 6268 1944 1752 2706 1123 2190
N9384524	1572
N9384537	5782 5015 4177 2345 6352
N9384561	306
N9384595	2603
N9384774	7499
N9384788	3800 7493 5201 5310 4559 7663 4898 4898 7208 8378 3440 8202 4692
N9384813	7499
N9385084	2176 4715 6853 3623 7255 7836 3727 2190
N9385798	1697 2952 2880
N9385822	7499 450 788
N9385872	4050 5063
N9385876	4050
N9385902	7527
N9385919	2973 4550 3485 3623 5123 3894 1524 1846 7653 2328 437 6682
N9385950	1993 2971 2751 4937 2856
N9385951	7389 3493 1993 2127 1460 2856
N9385966	5979 4857 5337 6372 3890 6471 1274 2729
N9386121	3500 5310 6126
N9386214	7527 6704
N9386328	475 2826 5069
N9386357	999 7970 3764 8051 3462 1066 7121 5189 3894 2447 7069 7441 7653 7653 5069 6682
N9386376	2736 7840 6374 3239 3239 1886 2194
N9386410	2744 1577 6533 5930 5930
N9386626	8530 3718 832 2447 2626
N9386632	3937 4266 3386 7734 5310 6886 6215 2071 3617 7463 1163 8202
N9386636	4753 4928
N9386784	694
N9386790	1577
N9387375	3498 2412 5011 5501 8514 7789 270 6471 7240 1501 2822 8461
N9387702	5201 3496 5967 447 447
N9387816	6496 5895 1175 4977 5696
N9387844	5310 4880 437
N9388004	3569 7474 1579 1370 5310 8211 3948 296 296 7499 437 5199
N9388110	6687 8124 4841 407 5034 5140 6726 3440
N9389139	2814 3764 1722 5884 7653 5069
N9389553	5310 485 2374 7608 5839 3104 2856
N9389580	4715 6592
N9389702	5310 1055 6638 7171 3233 268 1687 5768
N9389737	2374 3803 7057 4841 2803
N9389777	2374 8199 6592
N9390035	4071 4857 7965 6393 1166 7608 1274 8036
N9390304	674
N9390310	1577
N9390537	5279 3692 135 2524 602 2190 412
N9390949	374
N9390953	3850 5310 2298 4468 4322 7286 1724 2856 6712 5768 5118
N9391079	6176 2298 4468 7115 6063 5442 6712 437
N9391209	4715 3202 1599 4597 4597 6109 623
N9391254	3569 1579 1370 5310 6176 5978 2298 1910 437
N9391339	2914
N9391394	5310
N9391442	6091 7499
N9391490	2612
N9391498	6219 2202
N9391517	800 2447
N9391969	3605
N9392015	4755 4140 4745
N9392089	4389 4269
N9392743	5364 6127 967
N9393034	3500 2748 7499 391 5024
N9393078	6933 4690
N9393211	8505
N9393240	623 7569
N9393457	4727 7031 5310 7171 1577 2524 7499 1262 5544 2856 3832 6682
N9393472	785 892 8316
N9393623	4550 7653 6682
N9393624	3781 2374 7390 1573 5326 8202
N9393717	4821
N9394608	7527 6491
N9394654	3656 8487 4686 4899 4687 4028 1072 3068
N9394723	1180 6337 1180 6337
N9394729	7527
N9394753	5358 172
N9394757	1034 7527 2119 7171 2524 3989
N9394836	728
N9394933	1034 2176 6980 1207 1327 1327 369 1983
N9394981	2176 4715 1599 4174 4174 623
N9395137	7389 5310
N9395179	6691
N9395429	999 4013 6176 3764 1066 1066 2154 8324 5884 5884 7121 5189 3894 2447 2447 1524 7653 6682
N9395621	3605 7499
N9395917	8105 7313 6176 2814 7499 2826 3466 5069
N9396430	7004
N9396652	2839
N9396660	8439 5146 2856 623 5960 5768 8439 5146 2856 623 5960 5768
N9396681	5470 4176 7378 2374 4414 333 1076 1533 2447 7653 5069
N9396749	2374 7210
N9396759	5310
N9396944	3821 7499 6178 2751 78 4167
N9397110	5606 807
N9397136	5201 5310 5054 8296
N9397389	976 1419 1015 5719 2285 4973 374 4422
N9397458	5979 2412 5585 5047 6853 4058 270 6471 1501 2822 6713 4020
N9398235	7585 6980 1577
N9398311	6886 4868 6184 306
N9398347	3740 4719
N9398516	3267 4820
N9398623	8108 1579 5310 2163 6176 88 3773 3773 3104 6346 7663 7396 437 6693
N9398695	3709 7968 7968
N9398705	1058 3233
N9398906	7389 4031 5032
N9398935	155 8526 5310 6176 3104 5768
N9399229	1577 7701 5440 8332 5731 4957
N9399476	6295
N9399865	5071 6846 1577 4897 574 2111
N9400003	1861 1577 6225 4533
N9400073	8122 4592 1679 6669
N9400164	3821 3821 3821 5310 3772 2751 2751 78 4167
N9401223	5310 2972 5184 1572 6184 306
N9402159	1752
N9402310	5310 4715 3485 1577 7115 2061
N9402349	8414
N9402375	390 7396
N9402377	8414
N9402410	4829 6384 6980 5310 6176 2237 4101 7380 7847 967 7286 5442 4841 2856 4631 3440 8202
N9402423	3587 4899 2204 6948 3573 4517 1865 4898 3068 456 6294 4692 4692
N9402547	3605
N9402619	5870 1906 8091 8414 5870 1906 8091 8414
N9402709	3605
N9402744	7499
N9402751	3500
N9402792	285
N9402833	1774 5310 3094
N9402839	7499
N9402871	5628 7474 1225 2536 250 7144 4552 6941 2298 8016 3114 6712 4224 6064
N9402875	2298
N9402986	4715 82 4468
N9403006	5966 6208 5979 4550 5551 6176 1866 3867 8091 1216 2203 5706
N9403240	5310 7346 2748 6124 2285 2285 5677 7836 4632 837 3440 4372
N9403554	5451 6071 6611 2021 3592 7396 437
N9403892	5132
N9403968	4628 296 296 635 1910 5303
N9404032	5775 5299 5552 2504 245 838 390 7516 5244 3762
N9404125	3094
N9404130	3308 6060 7499 7210 372
N9404254	4190 3530 3530 867 2492 8202 223 7746 4018
N9404323	2847 5310 1577 7499
N9404357	5310 5612 5924 7286
N9404462	5951 5310 7491 6176 635 3440
N9405369	7389 1906 5310 7346 7499 437
N9405381	4592 1906 1906 5310 1577 7396 5084
N9405451	5310 6176
N9405486	1172
N9405539	5459 3718 7583 5289 599 2285 2285 8091 7499 4928 7729 2250 7663 219 1524 6769 7852
N9405543	5310
N9405598	3496 3563 3753 3637 5682 8411 662 6855
N9405628	6517 3605 4539 7499
N9405746	5310 1577
N9405757	7840 6112 678 5456 7396
N9406461	3473 4986
N9406601	5310 7218 7218 7841 2053 24 8202
N9406729	3563 2374
N9406836	5310 7171 7499 4737 3854
N9406932	2374 6070
N9406941	7389 1066 7499 6797
N9406976	8108 8265 5283 6176 250 6941 554 3002 7866 4891 2472 3229 3652 6626 6712 3842 6064
N9407023	6496 5451 3977 800 6176 7682 2827 802 5915 3573 744 282 2608 4841 2108 542 6712 437 3440 3440 8202
N9407152	1885 5310 2374 5097 81
N9407224	1806 5519
N9407345	3396 1419 6577 3643 148 5310 7171 1577 6298 7715 3479 8332 6548 7396 4580
N9407352	5310
N9407385	802 366 7715 3573 4841 802 366 7715 3573 744 4841
N9407405	5354 8284 5521 7840 2844 5310 8154 3772 281 4400 6930 3316 5133 2928 3157 348
N9407446	6496 5310 6176 7171 6091 6172 6853 554 3424 7499 7602 4926 4564 7524 4841 324 2190 5375 4827
N9407452	7574 7574 8311 8311 1474 635 7499 272 2143 7836 3787 3787
N9407487	785 3308 3821 5310 2541 296 8154 7499 1910 3836 1162 2856 348 7326
N9407584	6793 5310 3485 5551 1577 5839 1327 3709 6793 5310 3485 5551 1577 5839 1327 1327
N9407872	4013 1066 2154 5884 4091 3894 147 2447 7441 7653 6682
N9408059	1636 727
N9408261	998 1938 2557 1239 2157 2827
N9408569	7932
N9408898	1577 1925
N9408915	878 751 4583 7273 7396 5084
N9408934	8530 7171
N9409047	5310 5653 6712
N9409189	620
N9409612	780 5951 4283 7499 4891 2279 2826 5149
N9409724	7527 2202
N9409774	7389
N9409964	2722 4245 1155 5847 1556
N9410577	7425 5113 4686 60 4820 2734 6401
N9411451	1572
N9411969	6941 3093 3093 3093 8230 3514
N9412299	5922 7608 390 7396 1333
N9412307	715 1660 6307 4619 6425 5979 4550 5310 2374 7529 6176 2127 832 4675 443 3495 6951 1532 4058 270 1859 3229 3478 1076 7240 3894 1807 4639 5175 2606 5741
N9412405	1993 2778 5823
N9412408	8108 204
N9412437	5310 5732
N9412438	5310
N9412523	7917 7917 7917 4619 4619 4619 1463 3764 2764 814 814 1072 4326 4639 1645
N9412651	2289 4253 4253 4253 4253 2973 195 5310 1264 1066 3894 3836 2826 7396 8004
N9412654	2908 7184 813 971
N9412711	7899 5884 7932
N9412737	7389 4013 8315 7491
N9412927	2908 813
N9412987	4389 5310 4389 5310
N9413009	7981 6980 5310 4715 1207 5708 7499 5189 7836
N9413059	6577 4833 7087 5034 8202
N9413127	7389
N9413145	8311 7586 7171 1207 7373 7400 7499
N9413146	4274
N9413204	5452
N9413293	5628 6301 250 4357 6941 6552 6552 4468 7753 8016 8016 3093 3229 4470 6990 6932 8202 3597
N9413398	5310 2475 7042
N9413852	4312 1010
N9413862	5113 4792 7499 2826 4639 1524
N9413940	2471 7193
N9413958	4794 4715 1599 1577 7554
N9414008	4994 6968 6094 6435 3814 6801 5408 787 497 4806 277 7314 847 8278 554 8324 6022 7345 3096 1462 3991 67 6520 3184 4003 3501 7003 7099
N9414170	1906 1577 272 7396 8202 5084
N9414192	3500 8160 8160
N9414253	6271
N9414282	6970 8029 1206
N9414306	4583
N9414467	6940
N9414535	5310
N9414995	6525
N9415388	7879 4546
N9415491	4928
N9415584	1207 981 6239 3440
N9415604	4013 1906 5207 2272 2555 6892 6526 7558 934
N9415836	4550 5310 5113 3764 2190
N9416061	7255
N9416063	5310 3772 281 4400 6930 3316 5133 2928 348
N9416168	7527 8029 5680 5442
N9416418	999 7527 7917 3764 2154 2250 5884 7042 6682
N9416509	715 5011 7171 8006 3092 3267 6354 1274 2061 7663 7969 1072 6459 5175 6713
N9416525	5310
N9416597	1577
N9416890	85 1524
N9416917	8054
N9417444	2626
N9417521	6144
N9417533	8521 5310 2163 8454 6712
N9417598	2176 8311 5310 4715 1566 1015 1740 1013 1123 4583 4583 348 412
N9417621	8120 81 2328 7569 8120 81 2328 7569
N9417634	3899 5992 3094 4715 5575
N9417719	7628
N9418067	3529 201 6165 7171 8224 6399 7866 1274 3054 2710 7297 3063 3536 3529 201 6165 7171 8224 6399 7866 1274 3054 2710 236 3063 3536
N9418099	785 5310 3718 8091 4274 5929 7471
N9418107	4253 4253 5113 3764 7499 6965 3836 5768 437
N9418130	7616
N9418299	715 8321 2412 7425 4058 6471 8324 4091 5362 236 1501 4820 2328 6713 4020
N9418347	7499 7836
N9418477	2176 1566 1123 6933 1872
N9418532	3593 7881 3511 1906 3961 6008 2053
N9418668	4071 6008 1824 8324 8112 2437 3677 6896
N9419250	5197 3093
N9419389	8220
N9419979	4737 6933 3854
N9420101	6176 729 6150 6150 8202 5769 546 3716
N9420172	7527 2202 7527 2202
N9420226	7818
N9420341	1015 6144
N9420383	1015 6144 1015 6144
N9420423	6909 5310 7499
N9421494	6226 5757 4899 4217 8432 6625 2413 6951 7380 6847 871 5716 6158 6158 8202
N9421656	8406
N9422140	3511 5156 7396
N9422220	7659 1906 5310 1723 260 6008 5337 6775 8324 536 7255 6712
N9422265	4687 1873 815 6428
N9422413	8134 3590 7608 4868 5326 2856 2796
N9422718	8472
N9422888	5979 5979 8324
N9423230	8530
N9423245	4941 1660 4619 2306 8321 5979 2412 2374 5113 5337 7529 3733 3764 60 2127 3495 6849 6951 1532 4058 270 8189 1076 3894 1752 5811 179 3320 5506 4639 1524 5482 2822 1846 6713 437 5580
N9423273	8075 765 8511 640
N9423334	4071 4630 3511 2915 3581 6712 4170 6896 4572
N9423490	4724 4724 2072 4734 7483 660
N9423550	8501 4274
N9423676	3340 3718 3201 3093 5929 6747
N9423725	3308 7499 1910 78
N9423822	7464 8347 5628 3587 8526 5355 250 7144 6941 4468 4833 8016 8016 3229 7758 8062 1760 4841 6294 6812 6064
N9423845	7917 4619 1804 2412 7317 7425 5011 5113 7529 6176 3764 60 5576 1859 814 6234 2516 967 5506 5506 5506 1072 3732 4639 1645 1392
N9423896	5355 5310 7451 490
N9423956	2370 6165
N9424655	6496 2573 1416 5310 1229 3557 1074 6319 4841 2328 437 3440
N9424672	6008 7366 795 518 6185 6712 1836
N9424722	1862
N9424738	3345
N9424807	7936 6054 5972 2021 6098 8087 4841 3440 3832
N9424826	7396
N9424838	6015 6054 5513 8086 2021 4343 7380 4841 3440 3832
N9424888	3593 410 8245 5201 6200 6176 5206 2915 1094 6775 6026 7743 8324 6866 5316 7544 2986 2053 5629 6712 1333 6543 6896
N9424922	3709 5310 2495 2163 7171 2127 3886 5647 7499 6490 7907 4583 2447 1606 1298
N9424977	1906 5460 4041 8202 1906 5460 4041 8202
N9425260	7262 5310 1934 5061 7440
N9425346	7527 7315 5757 5310 334 3718 2298 6725 6587 2478 871 2856 7193
N9425420	1463 5310 4686 2734
N9425467	7499
N9425491	7474 6940
N9425892	2826 4639 4639 7653
N9426060	8245 3511 260 6008
N9426250	8245 3511 260 6212 5316 5442
N9426447	1172 3371
N9426600	5310
N9426681	7171 8067 7124 6928 7396 8202
N9426787	2127 3443
N9426895	785 3948 6124 6032 6752
N9426997	7389 5310 3094 6030 7608 7120 3068 7653 7396
N9427194	6252 2343 5299 3811 8332 3688 7746
N9427204	7972 6268 6665
N9427206	4715 6091 5647 7499 5960
N9427647	785 3948 6124 5602 6752 6752
N9427660	196 4550 3764 3375 1469 5316 6712 3021 7175 6428
N9428500	999 2370 4687 2154 5884 7121 5189 2447 7653 6682
N9428643	7628 2452
N9428704	2869
N9428851	852 2489 6176 4618 7087 3793 372 2131 4841 3429 3429 5790 437 3440 3832 5445 2667
N9428853	5310 2163
N9428919	6091 5085
N9428974	7653
N9428985	4813 7266 3485 4189 5411 2856
N9428994	4715 8516 1443 6525 4715 8516 6525
N9429024	7499 6345 450
N9429305	999 4013 4550 5310 7234 4339 5884 3894 7653 5768
N9429381	7255 6933 81
N9429549	8321 5979 7425 5011 3764 4675 8324 7454 4375 4375 4124 236 8114 6713 3786
N9429576	4040 8459 6668 4879 6933
N9429762	6941
N9429811	1906 5310 7499 6262
N9429812	999 7389 4013
N9430041	8245 5310 5913
N9430058	2163 5913 5241 5989
N9430135	7499
N9430295	6054 5513 8086 2021 4343 6098 8087 7380 3440 3440
N9430485	5513 19 4841 3440 3832
N9430567	5310 5248 5197 579 141 141
N9430684	5337 1577
N9430788	6496 5768 8320
N9430932	6682
N9430974	7389 1778 3623 8324 2768
N9431510	5758 3265 2722
N9431915	3485 4583 3068 5567
N9432101	8122 7840 6165 5016 2127 3706 4468 4681 1542
N9432336	6091
N9432404	3764 7234 6255 3894 2826 1954 4639 7653
N9432425	5979 7342 5337 7234 4058 8324 236
N9432542	4715 1577 4715 1577
N9432581	8284 785 4550 4592 2748 7499 3836
N9432680	4807 5736 7396
N9434295	5310 3605 7499
N9434469	4253 4253 7390 2447
N9434566	999 999 7389 4013 7396
N9434625	8245
N9434647	8140
N9434675	7357
N9434678	7527
N9434684	4071 5310 4715 5978 7715 4071 5310 4715 5978 7715
N9434695	1752
N9435003	2301 1419 5306 7404
N9435045	7171 6060 8091
N9435366	7499
N9435433	273 5201 8197 4682
N9435512	81
N9435525	5816 7210 1327 373
N9435631	1617 2374 5337 6176 8324 3836 2826 5840 7030 1617 2374 6176 8324 3836 2826 5840 7030
N9435643	1660 4888 3764 2430 4468 211 3229 2072
N9435656	1498
N9435832	528 5361 727 8324 5033 1813 2446
N9435840	3605 7499
N9435888	5310 6284
N9435947	3764 383 7499 7653 8004 6682
N9436041	3764 3903
N9436048	5551 2190
N9436238	3094 6176 3440 3094 6176 3440
N9436243	4715 4891 6957 2916 7930
N9436386	5310 4899 7608 48 81 4463 8202 7569
N9436571	4377 7637 89 5442 4841 3440
N9436758	6054 8086 744 4841 3440 3832
N9436792	6793 7499 4928 1872
N9436874	2163
N9436997	7521 6176 3492 250 6552 6552 6552 4868 3229 2281 8301 4165 3203 7805 1163 7396
N9437057	2374 2127 6091 7499 5768 437
N9437059	3485
N9437065	7527 5310 1444 2632 1147 7193 437
N9437159	5310 670 5768 3440
N9437344	3500 5310 7499 5189
N9437362	8054 1371 2374 2127 6091
N9437385	8311 5310 6008 7171 1577 2524 7499 5915 2167 8296 4156 8169
N9437401	3068
N9437474	5310 7661 7729 5884 3104 3077
N9437478	892
N9437592	341 272 395 6262
N9437792	7499 8324 2137 4790 7187 2856 8202 2264
N9437933	5259 2374 2127 4209 227 4657 6900
N9438237	4209 7499
N9438316	3587 2292 5972 1740 7927 744 4841 6294 3440
N9438437	4852 5944 5506 7286 6713
N9438464	4667 911 7087 3009 3009 1172 3373
N9438501	1194 1687 2751 78
N9438984	5310 7499
N9439002	5310 7255 5768
N9439088	4040 4032 4879 8202
N9439767	5310 6176 4899 7499 7608 7380 81 8202 546
N9439780	4715 4597
N9439889	3921 6184
N9439936	5088 5310 7491 4048 3659 818 7255 7121 2869 3104 7836 7666
N9440031	5571 1740
N9440043	5951 2768 6184 2079
N9440088	7389 5259 5310 2127 8091 7499 227 4657 6900 5768 437
N9440128	5310 1577 6360 6360 6360 8085 1162
N9440180	172
N9440235	615 3094 2665 398 5660 2836 2836 7396 5084
N9440352	7499 7499
N9440428	1577
N9440462	3104 8202
N9440508	7499 7499
N9440530	7193
N9440554	5259 5310 2127 8091 7499
N9440568	3094
N9440588	5310
N9440628	5310
N9440682	7527 200 81 4251
N9440688	5310
N9440721	6912 6446
N9440741	3500 5913
N9440833	3500 5310
N9440974	4838 5310
N9441517	2441 3094 7437
N9441898	2163 8112 744 4841 3440
N9442038	715 2886 3478 3104 6796 3732 871 1992 5768 3458
N9442299	715 6638 1091 3068 871 5768
N9442557	7899 6885
N9443128	4592 7499 6933
N9443145	7171 6848 6383 4047 5927 6712
N9443221	1679 5310 7499 3104 7836 5768 5779
N9443223	6496 7574 1229 8412 1207 5647 4040 7499 4879 8229 6937
N9443232	4621 3881 5201 5203 1338 8352 1594 1328 1070 1070 1921 1383 7663 7819 4502 4234
N9443237	6208 4727 3231 5277 2370 2127 754 8182 2856 7569 2190 6208 4727 3231 5277 2370 2127 8182 2856 7569 2190
N9443289	4550 5113 1015 2826 6682
N9443414	2489 2722 3573 372 4841 3440
N9443420	4493 4493
N9443447	3900 785 5310 5708 1687 5768
N9443589	7389 5310 6220 6091 2984 3886 2827 7499 7030 1940 348 3440 450
N9443627	7499
N9443734	7714
N9443742	5012
